Film.Ratings.Link,film.title,Year,runtime,Director,Language,country,half.star,one.star,one.half.star,two.star,two.half.star,three.star,three.half.star,four.star,four.half.star,five.star,AvgRating
https://letterboxd.com/csi/film/different-from-the-others/rating-histogram/,Different from the Others,1919,51,Richard Oswald,German,Germany,2,5,8,22,54,184,207,278,56,140,3.700313808
https://letterboxd.com/csi/film/digimon-adventure-last-evolution-kizuna/rating-histogram/,Digimon Adventure: Last Evolution Kizuna,2020,94,Tomohisa Taguchi,Japanese,Japan,3,8,16,58,74,229,312,521,226,315,3.853291714
https://letterboxd.com/csi/film/digimon-adventure-our-war-game/rating-histogram/,Digimon Adventure: Our War Game,2000,41,Mamoru Hosoda,Japanese,Japan,6,9,16,37,61,269,384,538,158,236,3.766919487
https://letterboxd.com/csi/film/digimon-adventure-tri-part-3-confession/rating-histogram/,Digimon Adventure tri. Part 3: Confession,2016,91,Keitaro Motonaga,Japanese,Japan,8,17,18,57,91,333,326,278,78,73,3.406958561
https://letterboxd.com/csi/film/dil-chahta-hai/rating-histogram/,Dil Chahta Hai,2001,183,Farhan Akhtar,Hindi,India,34,40,46,156,185,609,849,1291,482,493,3.702986858
https://letterboxd.com/csi/film/dil-dhadakne-do/rating-histogram/,Dil Dhadakne Do,2015,170,Zoya Akhtar,Hindi,India,30,57,57,182,248,796,844,856,222,257,3.435193012
https://letterboxd.com/csi/film/dil-se/rating-histogram/,Dil Se..,1998,163,Mani Ratnam,Hindi,India,25,50,43,149,169,550,681,931,356,444,3.657151265
https://letterboxd.com/csi/film/dilili-in-paris/rating-histogram/,Dilili in Paris,2018,95,Michel Ocelot,French,Germany,10,29,23,57,94,215,232,189,53,59,3.292403746
https://letterboxd.com/csi/film/dillinger-1973/rating-histogram/,Dillinger,1973,107,John Milius,English,USA,2,9,11,47,93,425,595,516,110,65,3.52082221
https://letterboxd.com/csi/film/dillinger-is-dead/rating-histogram/,Dillinger Is Dead,1969,95,Marco Ferreri,Italian,Italy,11,31,23,75,99,270,375,533,290,258,3.724173028
https://letterboxd.com/csi/film/dilwale-dulhania-le-jayenge/rating-histogram/,Dilwale Dulhania Le Jayenge,1995,190,Aditya Chopra,Hindi,India,69,94,83,278,338,1043,1103,1617,611,1128,3.692803268
https://letterboxd.com/csi/film/diner/rating-histogram/,Diner,1982,110,Barry Levinson,English,USA,23,95,84,419,621,1992,2239,2327,633,524,3.484648878
https://letterboxd.com/csi/film/dinner-at-eight/rating-histogram/,Dinner at Eight,1933,111,George Cukor,English,USA,5,17,29,116,202,579,686,625,184,179,3.493897788
https://letterboxd.com/csi/film/diplomacy/rating-histogram/,Diplomacy,2014,84,Volker Schlöndorff,French,France,1,8,16,40,117,403,438,316,62,46,3.400138217
https://letterboxd.com/csi/film/dirty-dancing/rating-histogram/,Dirty Dancing,1987,100,Emile Ardolino,English,USA,550,1634,1573,6785,7915,27304,23684,30421,7712,19170,3.587196642
https://letterboxd.com/csi/film/dirty-harry/rating-histogram/,Dirty Harry,1971,102,Don Siegel,English,USA,63,226,243,1224,2022,8675,12799,18812,5535,4535,3.727361732
https://letterboxd.com/csi/film/dirty-ho/rating-histogram/,Dirty Ho,1979,103,Liu Chia-Liang,Cantonese,Hong Kong,2,1,5,20,55,175,305,473,204,153,3.843862168
https://letterboxd.com/csi/film/dirty-mary-crazy-larry/rating-histogram/,Dirty Mary Crazy Larry,1974,93,John Hough,English,USA,5,24,40,135,254,703,681,540,99,87,3.319509346
https://letterboxd.com/csi/film/dirty-pretty-things/rating-histogram/,Dirty Pretty Things,2002,97,Stephen Frears,English,UK,18,39,50,270,483,1732,2102,2105,386,232,3.470473237
https://letterboxd.com/csi/film/dirty-rotten-scoundrels/rating-histogram/,Dirty Rotten Scoundrels,1988,110,Frank Oz,English,USA,25,102,97,596,993,4188,5330,5983,1416,1243,3.588469434
https://letterboxd.com/csi/film/disco-pigs/rating-histogram/,Disco Pigs,2001,93,Kirsten Sheridan,,English,23,40,46,148,187,469,440,401,103,171,3.330128205
https://letterboxd.com/csi/film/disconnect/rating-histogram/,Disconnect,2012,115,Henry Alex Rubin,English,USA,55,120,136,452,621,1847,2537,2439,673,398,3.449342531
https://letterboxd.com/csi/film/dishonored/rating-histogram/,Dishonored,1931,91,Josef von Sternberg,English,USA,2,7,9,57,118,450,748,1072,522,395,3.849260355
https://letterboxd.com/csi/film/disobedience-2017/rating-histogram/,Disobedience,2017,114,Sebastián Lelio,English,USA,149,409,504,2044,2911,9395,11189,12085,3301,3733,3.539173228
https://letterboxd.com/csi/film/distance/rating-histogram/,Distance,2001,132,Hirokazu Kore-eda,Japanese,Japan,1,8,15,57,102,275,357,451,124,106,3.58723262
https://letterboxd.com/csi/film/distant-voices-still-lives/rating-histogram/,"Distant Voices, Still Lives",1988,84,Terence Davies,English,UK,12,25,31,135,185,461,763,1366,932,970,3.969569672
https://letterboxd.com/csi/film/distant/rating-histogram/,Distant,2002,110,Nuri Bilge Ceylan,Turkish,Turkey,9,26,48,187,240,1064,1782,3284,1423,1088,3.877718282
https://letterboxd.com/csi/film/district-9/rating-histogram/,District 9,2009,112,Neill Blomkamp,English,USA,637,1636,1309,5714,6471,25879,35980,62175,22602,17016,3.737505504
https://letterboxd.com/csi/film/district-b13/rating-histogram/,District B13,2004,84,Pierre Morel,French,France,60,111,128,499,771,2379,2370,1900,298,304,3.30515873
https://letterboxd.com/csi/film/diva/rating-histogram/,Diva,1981,117,Jean-Jacques Beineix,French,France,14,23,48,182,267,786,1119,1396,522,486,3.669419781
https://letterboxd.com/csi/film/divine-intervention/rating-histogram/,Divine Intervention,2002,92,Elia Suleiman,Arabic,State of Palestine,6,17,17,76,91,253,290,358,105,104,3.51063022
https://letterboxd.com/csi/film/divines/rating-histogram/,Divines,2016,105,Houda Benyamina,French,France,28,46,68,265,356,1258,2097,3554,1238,1440,3.834057971
https://letterboxd.com/csi/film/divorce-italian-style/rating-histogram/,Divorce Italian Style,1961,104,Pietro Germi,Italian,Italy,4,17,19,102,171,696,1195,2339,1084,803,3.918895801
https://letterboxd.com/csi/film/django-kill-if-you-live-shoot/rating-histogram/,"Django Kill... If You Live, Shoot!",1967,100,Giulio Questi,Italian,Italy,3,19,26,110,160,443,437,377,91,58,3.332656613
https://letterboxd.com/csi/film/django-unchained/rating-histogram/,Django Unchained,2012,165,Quentin Tarantino,English,USA,702,2195,1445,8368,7874,52376,63234,207140,111085,156614,4.142319646
https://letterboxd.com/csi/film/django/rating-histogram/,Django,1966,93,Sergio Corbucci,Italian,Italy,20,55,68,368,633,2870,4341,6040,1779,1448,3.727982068
https://letterboxd.com/csi/film/do-the-right-thing/rating-histogram/,Do the Right Thing,1989,120,Spike Lee,English,USA,151,314,266,1250,1510,7007,10969,36420,31678,51733,4.340981472
https://letterboxd.com/csi/film/do-you-remember-dolly-bell/rating-histogram/,Do You Remember Dolly Bell?,1981,107,Emir Kusturica,Bosnian,Yugoslavia,0,2,5,18,39,161,268,312,83,61,3.678082192
https://letterboxd.com/csi/film/doa/rating-histogram/,D.O.A.,1949,83,Rudolph Maté,English,USA,2,31,22,177,330,1128,1328,1096,207,150,3.431335272
https://letterboxd.com/csi/film/doberman-cop/rating-histogram/,Doberman Cop,1977,90,Kinji Fukasaku,Japanese,Japan,0,2,5,25,62,197,280,193,32,19,3.431288344
https://letterboxd.com/csi/film/doce-de-mae/rating-histogram/,Doce de Mãe,2012,70,Jorge Furtado,Portuguese,Brazil,0,4,2,25,20,120,130,219,45,115,3.7875
https://letterboxd.com/csi/film/doctor-sleep/rating-histogram/,Doctor Sleep,2019,152,Mike Flanagan,English,USA,1384,2845,2899,9764,11695,29914,35133,40623,12034,9228,3.421726606
https://letterboxd.com/csi/film/doctor-strange-2016/rating-histogram/,Doctor Strange,2016,115,Scott Derrickson,English,USA,1658,5523,4884,25455,32249,119021,102412,124541,24916,42006,3.482812095
https://letterboxd.com/csi/film/doctor-zhivago/rating-histogram/,Doctor Zhivago,1965,200,David Lean,English,Italy,43,133,112,531,778,2628,3743,6524,2697,3024,3.842403404
https://letterboxd.com/csi/film/documenteur/rating-histogram/,Documenteur,1981,65,Agnès Varda,English,USA,1,6,8,55,84,389,658,786,308,231,3.758313539
https://letterboxd.com/csi/film/dodeska-den/rating-histogram/,Dodes'ka-den,1970,140,Akira Kurosawa,Japanese,Japan,8,31,30,136,201,594,783,960,324,333,3.629411765
https://letterboxd.com/csi/film/dodge-city/rating-histogram/,Dodge City,1939,104,Michael Curtiz,English,USA,2,8,10,66,89,334,390,296,50,40,3.388715953
https://letterboxd.com/csi/film/dodsworth/rating-histogram/,Dodsworth,1936,101,William Wyler,English,USA,4,9,15,91,124,431,746,1080,418,324,3.778685996
https://letterboxd.com/csi/film/dog-day-afternoon/rating-histogram/,Dog Day Afternoon,1975,125,Sidney Lumet,English,USA,35,144,124,672,950,6039,11922,36300,25966,25303,4.210809176
https://letterboxd.com/csi/film/dog-days/rating-histogram/,Dog Days,2001,121,Ulrich Seidl,German,Austria,9,21,28,55,110,311,424,530,174,149,3.59884042
https://letterboxd.com/csi/film/dog-pound/rating-histogram/,Dog Pound,2010,91,Kim Chapiron,English,Canada,12,17,18,91,152,541,603,583,140,161,3.499784297
https://letterboxd.com/csi/film/dog-soldiers/rating-histogram/,Dog Soldiers,2002,105,Neil Marshall,English,Luxembourg,65,213,275,880,1374,3977,4392,3857,818,764,3.375564249
https://letterboxd.com/csi/film/dog-star-man/rating-histogram/,Dog Star Man,1965,78,Stan Brakhage,,English,43,64,22,69,99,276,275,603,432,702,3.930560928
https://letterboxd.com/csi/film/dogfight/rating-histogram/,Dogfight,1991,94,Nancy Savoca,English,USA,6,24,18,104,201,878,1262,1926,632,820,3.826179526
https://letterboxd.com/csi/film/dogma/rating-histogram/,Dogma,1999,130,Kevin Smith,English,USA,284,730,691,2770,3518,10644,10961,12125,3044,3237,3.435588701
https://letterboxd.com/csi/film/dogman-2018/rating-histogram/,Dogman,2018,103,Matteo Garrone,Italian,Italy,48,101,115,454,828,2932,5113,7013,1851,1120,3.675530013
https://letterboxd.com/csi/film/dogra-magra/rating-histogram/,Dogra Magra,1988,109,Toshio Matsumoto,,Japanese,0,3,3,20,38,99,130,176,73,63,3.705785124
https://letterboxd.com/csi/film/dogs-dont-wear-pants/rating-histogram/,Dogs Don't Wear Pants,2019,105,J-P Valkeapää,Finnish,Finland,47,93,111,409,628,2057,2605,3221,983,781,3.582258802
https://letterboxd.com/csi/film/dogs-in-space/rating-histogram/,Dogs in Space,1986,103,Richard Lowenstein,,English,3,7,16,30,31,127,150,167,55,71,3.571537291
https://letterboxd.com/csi/film/dogtooth/rating-histogram/,Dogtooth,2009,98,Yorgos Lanthimos,Greek (modern),Greece,599,982,881,2711,3567,11812,18279,32903,14020,11762,3.79288527
https://letterboxd.com/csi/film/dogville/rating-histogram/,Dogville,2003,178,Lars von Trier,English,Denmark,354,629,385,1342,1327,4422,6073,16127,11012,14235,4.062953887
https://letterboxd.com/csi/film/dolemite-is-my-name/rating-histogram/,Dolemite Is My Name,2019,118,Craig Brewer,English,USA,102,294,259,1482,2791,13668,22813,28181,5555,3299,3.64261129
https://letterboxd.com/csi/film/doll-2013/rating-histogram/,Doll,2013,131,Krzysztof Krauze,Polish,Poland,2,2,3,27,64,125,212,350,117,94,3.75
https://letterboxd.com/csi/film/dolls-2002/rating-histogram/,Dolls,2002,114,Takeshi Kitano,,Japanese,12,35,31,147,234,616,966,1679,589,579,3.775981997
https://letterboxd.com/csi/film/dolores-claiborne/rating-histogram/,Dolores Claiborne,1995,132,Taylor Hackford,English,USA,10,41,58,345,483,1884,2489,2908,696,648,3.597364568
https://letterboxd.com/csi/film/domesticas/rating-histogram/,Domésticas,2001,90,Fernando Meirelles,Portuguese,Brazil,2,5,5,34,41,141,146,196,45,52,3.544977511
https://letterboxd.com/csi/film/don-camillo/rating-histogram/,Don Camillo,1952,107,Julien Duvivier,Italian,France,0,3,5,19,42,176,270,280,65,93,3.676810073
https://letterboxd.com/csi/film/don/rating-histogram/,Don,1978,166,Chandra Barot,Hindi,India,3,5,14,49,62,236,250,291,56,75,3.510566763
https://letterboxd.com/csi/film/dona-flor-and-her-two-husbands/rating-histogram/,Dona Flor and Her Two Husbands,1976,110,Bruno Barreto,Portuguese,Brazil,5,18,10,69,98,432,492,607,158,198,3.625059895
https://letterboxd.com/csi/film/donald-cried/rating-histogram/,Donald Cried,2016,85,Kris Avedisian,English,USA,5,10,16,60,102,251,300,216,62,27,3.329361296
https://letterboxd.com/csi/film/donbass/rating-histogram/,Donbass,2018,122,Sergey Loznitsa,Ukrainian,France,13,21,37,105,158,379,443,384,92,57,3.32178804
https://letterboxd.com/csi/film/dongju-the-portrait-of-a-poet/rating-histogram/,Dongju: The Portrait of a Poet,2016,111,Lee Joon-ik,Korean,South Korea,1,4,9,15,38,144,205,269,102,73,3.712209302
https://letterboxd.com/csi/film/donkey-skin/rating-histogram/,Donkey Skin,1970,90,Jacques Demy,French,France,19,34,46,216,401,1404,2049,3210,1322,1382,3.831151443
https://letterboxd.com/csi/film/donnie-brasco/rating-histogram/,Donnie Brasco,1997,127,Mike Newell,English,USA,35,146,201,1139,2134,9612,15708,20505,4754,3159,3.678148903
https://letterboxd.com/csi/film/donnie-darko/rating-histogram/,Donnie Darko,2001,114,Richard Kelly,English,USA,1272,3100,1943,10405,10093,45634,52894,119124,50180,80681,3.94439767
https://letterboxd.com/csi/film/donovans-reef/rating-histogram/,Donovan's Reef,1963,109,John Ford,English,USA,5,28,45,129,190,483,388,365,119,184,3.385072314
https://letterboxd.com/csi/film/dons-party/rating-histogram/,Don's Party,1976,90,Bruce Beresford,English,Australia,3,10,17,48,76,208,233,195,31,28,3.323910483
https://letterboxd.com/csi/film/dont-be-bad/rating-histogram/,Don't Be Bad,2015,100,Claudio Caligari,Italian,Italy,3,10,10,53,97,396,688,1476,588,523,3.937565036
https://letterboxd.com/csi/film/dont-bother-to-knock/rating-histogram/,Don't Bother to Knock,1952,76,Roy Ward Baker,English,USA,3,18,19,108,225,718,750,635,121,147,3.434766764
https://letterboxd.com/csi/film/dont-breathe-2016/rating-histogram/,Don't Breathe,2016,89,Fede Alvarez,English,USA,952,2264,2461,9770,13319,41493,43708,44154,8635,7913,3.387919436
https://letterboxd.com/csi/film/dont-deliver-us-from-evil/rating-histogram/,Don't Deliver Us from Evil,1971,102,Joël Séria,French,France,14,13,21,71,104,309,362,476,135,152,3.572118286
https://letterboxd.com/csi/film/dont-go-breaking-my-heart-2/rating-histogram/,Don't Go Breaking My Heart 2,2014,113,Johnnie To,Chinese,China,17,17,18,59,54,180,143,187,81,20,3.297036082
https://letterboxd.com/csi/film/dont-go-breaking-my-heart/rating-histogram/,Don't Go Breaking My Heart,2011,115,Johnnie To,Cantonese,Hong Kong,10,19,20,51,107,284,327,439,152,106,3.557755776
https://letterboxd.com/csi/film/dont-let-them-shoot-the-kite/rating-histogram/,Don't Let Them Shoot the Kite,1989,83,Tunç Başaran,,Turkish,3,6,4,18,29,139,239,463,170,232,3.954336147
https://letterboxd.com/csi/film/dont-look-now-were-being-shot-at/rating-histogram/,Don't Look Now: We're Being Shot At,1966,132,Gérard Oury,French,France,6,11,21,73,116,507,765,1150,357,476,3.810022975
https://letterboxd.com/csi/film/dont-look-now/rating-histogram/,Don't Look Now,1973,110,Nicolas Roeg,English,Italy,138,369,455,1610,2328,6862,9378,14171,6906,6318,3.768836922
https://letterboxd.com/csi/film/dont-think-twice/rating-histogram/,Don't Think Twice,2016,90,Mike Birbiglia,English,USA,62,178,222,898,1495,4409,4960,4803,1364,619,3.424907943
https://letterboxd.com/csi/film/dont-torture-a-duckling/rating-histogram/,Don't Torture a Duckling,1972,105,Lucio Fulci,Italian,Italy,8,46,69,291,466,1526,2282,3021,1124,794,3.69559572
https://letterboxd.com/csi/film/dont-worry-he-wont-get-far-on-foot/rating-histogram/,"Don't Worry, He Won't Get Far on Foot",2018,113,Gus Van Sant,English,USA,53,185,288,1243,2179,6746,7424,5837,1278,834,3.378524571
https://letterboxd.com/csi/film/dont-worry-im-fine/rating-histogram/,"Don't Worry, I'm Fine",2006,96,Philippe Lioret,French,France,14,40,29,100,184,518,605,591,134,149,3.440778342
https://letterboxd.com/csi/film/door-lock-2018/rating-histogram/,Door Lock,2018,102,Lee Kwon,Korean,South Korea,7,29,32,143,252,646,464,399,77,143,3.291970803
https://letterboxd.com/csi/film/dope-2015/rating-histogram/,Dope,2015,103,Rick Famuyiwa,English,USA,187,532,619,2513,4074,13567,17223,18363,4402,3455,3.515554016
https://letterboxd.com/csi/film/doraemon-nobitas-dinosaur-2006/rating-histogram/,Doraemon: Nobita's Dinosaur,2006,107,Ayumu Watanabe,Japanese,Japan,3,3,5,29,52,191,155,145,18,57,3.436930091
https://letterboxd.com/csi/film/doraemon-nobitas-the-legend-of-the-sun-king/rating-histogram/,Doraemon: Nobita's the Legend of the Sun King,2000,93,Tsutomu Shibayama,,,1,3,5,27,57,155,110,98,21,39,3.370155039
https://letterboxd.com/csi/film/dos-tipos-de-cuidado/rating-histogram/,Dos tipos de cuidado,1953,111,Ismael Rodríguez,Spanish,Mexico,1,4,2,13,27,100,132,279,78,119,3.874172185
https://letterboxd.com/csi/film/dou-kyu-sei-classmates/rating-histogram/,Dou kyu sei – Classmates,2016,61,Shouko Nakamura,Japanese,Japan,30,68,83,266,309,1026,1451,3107,1298,2724,4.010567458
https://letterboxd.com/csi/film/double-indemnity/rating-histogram/,Double Indemnity,1944,107,Billy Wilder,English,USA,48,90,104,547,835,4403,7740,21281,13901,15746,4.175886854
https://letterboxd.com/csi/film/double-suicide/rating-histogram/,Double Suicide,1969,105,Masahiro Shinoda,Japanese,Japan,2,5,8,44,81,240,434,679,309,241,3.84679393
https://letterboxd.com/csi/film/double-trouble-1984/rating-histogram/,Double Trouble,1984,99,Enzo Barboni,Italian,Italy,12,37,35,128,220,752,658,526,116,166,3.364716981
https://letterboxd.com/csi/film/double-wedding/rating-histogram/,Double Wedding,1937,87,Richard Thorpe,English,USA,1,1,3,31,66,217,171,156,22,26,3.365273775
https://letterboxd.com/csi/film/doubt/rating-histogram/,Doubt,2008,104,John Patrick Shanley,English,USA,38,137,128,744,1274,5766,9352,15789,5589,3733,3.807814336
https://letterboxd.com/csi/film/down-by-law/rating-histogram/,Down by Law,1986,106,Jim Jarmusch,English,Germany,28,63,66,359,589,2546,4853,10263,4654,4282,3.984947479
https://letterboxd.com/csi/film/down-in-the-delta/rating-histogram/,Down in the Delta,1998,112,Maya Angelou,English,USA,0,4,1,15,55,224,295,247,52,40,3.536441586
https://letterboxd.com/csi/film/down-terrace/rating-histogram/,Down Terrace,2009,89,Ben Wheatley,,English,9,26,32,142,189,688,753,634,117,62,3.358597285
https://letterboxd.com/csi/film/down-to-the-bone/rating-histogram/,Down to the Bone,2004,104,Debra Granik,English,USA,0,3,8,35,46,204,192,173,45,28,3.43119891
https://letterboxd.com/csi/film/down-with-love/rating-histogram/,Down with Love,2003,101,Peyton Reed,English,Germany,151,383,366,1356,1454,3494,3110,3575,1083,1434,3.356394002
https://letterboxd.com/csi/film/downfall/rating-histogram/,Downfall,2004,156,Oliver Hirschbiegel,German,Austria,78,131,134,657,996,4591,8360,18799,8234,6055,3.949869887
https://letterboxd.com/csi/film/downhill-racer/rating-histogram/,Downhill Racer,1969,101,Michael Ritchie,English,USA,6,15,33,139,241,608,573,476,121,62,3.313984169
https://letterboxd.com/csi/film/downpour-1972/rating-histogram/,Downpour,1972,128,Bahram Beyzai,Persian (Farsi),Iran,2,5,5,30,37,135,178,183,49,53,3.562038405
https://letterboxd.com/csi/film/downton-abbey/rating-histogram/,Downton Abbey,2019,122,Michael Engler,English,UK,132,315,300,1333,1997,5852,5042,5551,1222,2099,3.434571992
https://letterboxd.com/csi/film/downtown-81/rating-histogram/,Downtown '81,2000,72,Edo Bertoglio,English,USA,1,9,11,63,99,423,414,467,121,154,3.575482406
https://letterboxd.com/csi/film/dr-caligari/rating-histogram/,Dr. Caligari,1989,80,Stephen Sayadian,English,USA,6,31,23,60,69,169,157,232,76,121,3.487817797
https://letterboxd.com/csi/film/dr-jack/rating-histogram/,Dr. Jack,1922,60,Fred C. Newmeyer,English,USA,0,4,6,18,46,163,196,144,32,28,3.452119309
https://letterboxd.com/csi/film/dr-jekyll-and-mr-hyde-1920/rating-histogram/,Dr. Jekyll and Mr. Hyde,1920,79,John S. Robertson,English,USA,4,16,27,129,221,797,758,496,102,125,3.357383178
https://letterboxd.com/csi/film/dr-jekyll-and-mr-hyde-1931/rating-histogram/,Dr. Jekyll and Mr. Hyde,1931,98,Rouben Mamoulian,English,USA,10,33,39,206,284,1138,1592,2176,765,644,3.712937418
https://letterboxd.com/csi/film/dr-jekyll-sister-hyde/rating-histogram/,Dr Jekyll & Sister Hyde,1971,97,Roy Ward Baker,English,UK,0,15,16,75,126,437,434,391,71,52,3.387445887
https://letterboxd.com/csi/film/dr-mabuse-the-gambler/rating-histogram/,"Dr. Mabuse, the Gambler",1922,271,Fritz Lang,German,Germany,6,22,33,106,147,587,876,1777,836,768,3.914501745
https://letterboxd.com/csi/film/dr-no/rating-histogram/,Dr. No,1962,110,Terence Young,English,UK,95,337,453,2351,4284,17301,18257,15133,2641,2465,3.427515517
https://letterboxd.com/csi/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/rating-histogram/,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,Stanley Kubrick,English,UK,253,635,455,2291,2706,12702,18597,52555,38563,61298,4.242087817
https://letterboxd.com/csi/film/dracula-1931/rating-histogram/,Drácula,1931,104,Enrique Tovar Ávalos,Spanish,USA,3,14,32,151,212,862,921,849,202,179,3.475912409
https://letterboxd.com/csi/film/dracula-1958/rating-histogram/,Dracula,1958,82,Terence Fisher,English,UK,18,65,99,495,836,3768,4535,5156,1237,1371,3.613452787
https://letterboxd.com/csi/film/dracula-1992/rating-histogram/,Dracula,1992,128,Francis Ford Coppola,English,USA,341,1037,1125,4648,5924,18618,20893,26465,8155,10017,3.585807885
https://letterboxd.com/csi/film/dracula-pages-from-a-virgins-diary/rating-histogram/,Dracula: Pages from a Virgin's Diary,2002,75,Guy Maddin,English,Canada,2,19,20,73,84,336,454,444,121,86,3.510372178
https://letterboxd.com/csi/film/dracula-prince-of-darkness/rating-histogram/,Dracula: Prince of Darkness,1966,90,Terence Fisher,English,UK,8,33,38,230,433,1510,1293,924,138,195,3.328613078
https://letterboxd.com/csi/film/dracula/rating-histogram/,Dracula,1931,72,Tod Browning,English,USA,30,202,287,1639,2749,9232,8924,10433,2644,4008,3.571734582
https://letterboxd.com/csi/film/dragged-across-concrete/rating-histogram/,Dragged Across Concrete,2018,159,S. Craig Zahler,English,Canada,157,285,298,918,1389,4135,6600,9735,3503,1789,3.654153216
https://letterboxd.com/csi/film/dragnet-girl/rating-histogram/,Dragnet Girl,1933,100,Yasujirō Ozu,Japanese,Japan,0,3,5,35,70,252,304,238,73,45,3.493658537
https://letterboxd.com/csi/film/dragon-2011/rating-histogram/,Dragon,2011,115,Peter Chan,Cantonese,Hong Kong,3,19,31,108,213,669,821,677,151,105,3.435287808
https://letterboxd.com/csi/film/dragon-ball-super-broly/rating-histogram/,Dragon Ball Super: Broly,2018,101,Tatsuya Nagamine,Japanese,Japan,97,203,228,775,1115,3609,4408,5850,1994,2114,3.635021821
https://letterboxd.com/csi/film/dragon-ball-z-bardock-the-father-of-goku/rating-histogram/,Dragon Ball Z: Bardock - The Father of Goku,1990,48,Mitsuo Hashimoto,Japanese,Japan,15,34,56,193,332,1226,1105,1085,202,272,3.428318584
https://letterboxd.com/csi/film/dragon-ball-z-fusion-reborn/rating-histogram/,Dragon Ball Z: Fusion Reborn,1995,55,Shigeyasu Yamauchi,Japanese,Japan,30,82,90,311,502,1386,1381,1281,439,396,3.421498813
https://letterboxd.com/csi/film/dragon-ball-z-the-history-of-trunks/rating-histogram/,Dragon Ball Z: The History of Trunks,1993,48,Yoshihiro Ueda,Japanese,Japan,14,29,29,161,241,866,1042,1191,270,360,3.57554128
https://letterboxd.com/csi/film/dragon-inn/rating-histogram/,Dragon Inn,1967,111,King Hu,Chinese,Hong Kong,4,13,15,71,142,558,1021,2257,1094,969,4.000325521
https://letterboxd.com/csi/film/dragons-forever/rating-histogram/,Dragons Forever,1988,93,Corey Yuen,Cantonese,Hong Kong,9,17,12,112,188,695,868,952,221,201,3.561526718
https://letterboxd.com/csi/film/dragonwyck/rating-histogram/,Dragonwyck,1946,103,Joseph L. Mankiewicz,English,USA,0,3,8,64,108,501,531,404,80,70,3.448558508
https://letterboxd.com/csi/film/drained/rating-histogram/,Drained,2006,112,Heitor Dhalia,Portuguese,Brazil,16,40,35,135,158,583,692,978,286,400,3.65197111
https://letterboxd.com/csi/film/drawing-restraint-9/rating-histogram/,Drawing Restraint 9,2005,135,Matthew Barney,English,Japan,9,17,20,38,40,123,83,99,37,62,3.332386364
https://letterboxd.com/csi/film/dream-home/rating-histogram/,Dream Home,2010,96,Pang Ho-cheung,Cantonese,Hong Kong,9,31,55,192,258,695,819,668,130,83,3.32329932
https://letterboxd.com/csi/film/dreamgirls/rating-histogram/,Dreamgirls,2006,134,Bill Condon,English,USA,65,224,288,1257,1792,5789,4999,5009,1152,1795,3.430531962
https://letterboxd.com/csi/film/dreams-1955/rating-histogram/,Dreams,1955,87,Ingmar Bergman,Swedish,Sweden,0,12,14,102,159,707,884,562,91,82,3.412552622
https://letterboxd.com/csi/film/dreams-that-money-can-buy/rating-histogram/,Dreams That Money Can Buy,1947,80,Hans Richter,,English,3,7,7,31,47,121,154,181,80,67,3.609598854
https://letterboxd.com/csi/film/dreams/rating-histogram/,Dreams,1990,120,Akira Kurosawa,Japanese,USA,22,65,61,289,449,1776,3047,6505,3659,4631,4.072424893
https://letterboxd.com/csi/film/dredd/rating-histogram/,Dredd,2012,95,Pete Travis,English,South Africa,352,1107,1084,4008,5320,17573,23214,29646,8173,6552,3.569195807
https://letterboxd.com/csi/film/dressed-to-kill-1980/rating-histogram/,Dressed to Kill,1980,105,Brian De Palma,English,USA,140,275,323,1127,1783,5388,7236,9715,3071,2457,3.617182294
https://letterboxd.com/csi/film/drifting-clouds-1996/rating-histogram/,Drifting Clouds,1996,97,Aki Kaurismäki,Finnish,Finland,1,5,12,34,78,399,767,1440,537,381,3.89969896
https://letterboxd.com/csi/film/drishyam-2/rating-histogram/,Drishyam 2,2021,153,Jeethu Joseph,Malayalam,India,30,44,42,165,227,631,924,1051,298,287,3.5486618
https://letterboxd.com/csi/film/drishyam-2015/rating-histogram/,Drishyam,2015,163,Nishikant Kamat,Hindi,India,36,38,33,112,182,536,862,1452,560,451,3.752346316
https://letterboxd.com/csi/film/drishyam/rating-histogram/,Drishyam,2013,164,Jeethu Joseph,Malayalam,India,16,12,17,34,41,193,371,869,397,335,3.952297593
https://letterboxd.com/csi/film/drive-2011/rating-histogram/,Drive,2011,100,Nicolas Winding Refn,English,USA,1076,3144,2056,11040,10650,49341,56510,138348,63371,89706,3.970375692
https://letterboxd.com/csi/film/drive-a-crooked-road/rating-histogram/,Drive a Crooked Road,1954,83,Richard Quine,English,USA,0,1,2,40,92,456,711,701,103,55,3.569180935
https://letterboxd.com/csi/film/drive-my-car/rating-histogram/,Drive My Car,2021,179,Ryusuke Hamaguchi,Japanese,Japan,11,12,17,86,155,439,823,2113,1643,1232,4.104348492
https://letterboxd.com/csi/film/drive/rating-histogram/,Drive,1997,100,Steve Wang,English,USA,6,21,28,84,108,359,428,515,165,126,3.538858696
https://letterboxd.com/csi/film/driveways/rating-histogram/,Driveways,2019,84,Andrew Ahn,English,USA,3,6,11,80,164,802,1433,1966,657,381,3.769035072
